slidename,mu1,mu2,mu3,sigma1,sigma2,sigma3
TCGA-BR-7196-01Z-00-DX1.651ae8f6-2d2e-4520-9419-29b957e85d03.svs,8.837625180687047,-0.02355547409603298,0.04769879460046859,0.4560710619399144,0.10372624890423801,0.03879428299502149
TCGA-BR-8297-01Z-00-DX1.881fd27f-e2c1-42fe-9b1a-afae4fcc4909.svs,8.5943053963544,-0.06609776711115273,0.06896320137188498,0.45757453513705243,0.10036747022430233,0.0324021809673523
TCGA-CG-4443-01Z-00-DX1.484defba-273b-4683-9c32-883f3da8ba5f.svs,8.974665688620524,-0.1774058517086042,0.019885209315041695,0.3153925070196523,0.10360342554773942,0.011576031872470988
TCGA-BR-A4IY-01Z-00-DX1.84134CDC-D21F-43AD-82E3-1074487457F6.svs,8.603628033276491,-0.0691025489074593,0.06139017495633375,0.47696583385473906,0.10308051899598858,0.02763313572089595
TCGA-3M-AB46-01Z-00-DX1.70F638A0-BDCB-4BDE-BBFE-6D78A1A08C5B.svs,8.820741932456535,-0.10414294568709107,0.03443172878024484,0.40534413473765785,0.08693717145145559,0.025392408303079827
TCGA-BR-A453-01Z-00-DX1.23506C02-B7C6-426B-999F-6D9A75942281.svs,8.839665737545854,-0.026491721583826535,0.058141596522363885,0.3631271007080447,0.0777452084175505,0.02803367554660798
TCGA-CG-4438-01Z-00-DX1.3691c587-cadf-4523-a332-5a18f52c94b0.svs,9.008551371404312,-0.15303304141806856,0.01844683273895297,0.27958786815383757,0.0964419982852223,0.012525883323649253
TCGA-CG-4440-01Z-00-DX1.297add71-f47a-47fa-b472-1a06cc9541ec.svs,9.113333526408267,-0.1267530238853032,0.01755002771955814,0.2833499469648762,0.11029041978792149,0.013949672837184287
TCGA-BR-6709-01Z-00-DX1.92df4063-8b47-4655-a010-edc385b35840.svs,8.46643245074523,-0.10032825568725222,0.04973451107983107,0.6045189097794821,0.1334661116695625,0.04100594787725739
TCGA-CG-4460-01Z-00-DX1.498845d6-e330-45d7-a5ac-153f2cf9b3c7.svs,8.980472906444126,-0.19882309621654137,0.004200596638278636,0.3318556958906732,0.12434589615210967,0.011392859605707783
TCGA-CG-4472-01Z-00-DX1.776d5f0e-3a34-4de8-8d72-fd35ba59e235.svs,8.989323008934276,-0.15105457015521967,0.007776530623596568,0.36710713001817125,0.11307571571420537,0.010027477708319637
TCGA-BR-8286-01Z-00-DX1.4e8edc91-41c1-4b40-89b5-6f09636e4a3f.svs,8.602923869565352,-0.08901042471051747,0.05359223629813198,0.5469203187522144,0.09966537368831528,0.03979839226473083
TCGA-BR-8284-01Z-00-DX1.ea9f3dca-8390-4ae4-8ede-5ed776d1ad4d.svs,8.497395861376408,-0.11140414506634483,0.061947248829030487,0.519686195357211,0.10524643186899817,0.03136605715571599
TCGA-CG-4436-01Z-00-DX1.55b155a9-066b-42cc-b834-b11c68256852.svs,9.105450671255147,-0.15868760822800798,0.02857227808783734,0.25004520050914114,0.09741247335112416,0.021649811111789537
TCGA-BR-7723-01Z-00-DX1.15f75a3f-93b8-423f-b5b5-bdb5ef378ed8.svs,8.615247957345899,-0.0756862421642431,0.048216418367362054,0.5806723036716047,0.114803379550479,0.04026364080058197
TCGA-CG-4305-01Z-00-DX1.65167641-c270-4763-8bb8-cadedb17279d.svs,8.689612224581191,-0.29380612337593015,0.025297061845885274,0.48918973202432303,0.16138128778879804,0.018753560964906237
TCGA-CG-4475-01Z-00-DX1.7a6c4b16-baea-4820-b91e-c9b1c2945faf.svs,8.975503833840838,-0.1807156941903461,0.019775382022682014,0.3957866834128238,0.12423095259038086,0.016110910965902017
TCGA-CG-4462-01Z-00-DX1.b83d328e-f315-493a-b625-1ca3136e5898.svs,8.956267102821164,-0.18702590534644903,0.004798057714966749,0.34735749180097214,0.11894358923553677,0.016037212401960304
TCGA-BR-8078-01Z-00-DX1.8e4a1099-d1c4-46b2-ae3b-5276b93d7003.svs,8.143906464948698,-0.11446867848223076,0.0802830715094225,0.7533366570822958,0.1593008104868809,0.05149778685807185
TCGA-BR-8690-01Z-00-DX1.e94544ed-62a3-41f3-95d5-f0ba9dfaa77f.svs,8.544893975610698,-0.07761835318819107,0.05741701467074929,0.5948317999745741,0.11531373039506511,0.029226622715872314
TCGA-CG-4306-01Z-00-DX1.d4b89854-8529-4fb5-847a-ddb59b163727.svs,8.892520309404365,-0.22002880865228067,0.019082049488652924,0.37720879948188674,0.12971432609248165,0.014677507072592787
TCGA-BR-A4IV-01Z-00-DX1.53BA2682-9B7A-4035-B811-4A3504158298.svs,8.560478377760235,-0.02413784672725849,0.07704742785184777,0.48256162831904026,0.10622202453831212,0.037236154684165065
TCGA-CG-4466-01Z-00-DX1.cddbdb00-0856-471e-82f5-911e0416467e.svs,8.844971301849425,-0.250383076576749,0.01764607945514187,0.37411420302086673,0.12850214306398094,0.0138643496325432
TCGA-BR-8362-01Z-00-DX1.178c994d-2cf5-4385-a807-fc08e0cf10f6.svs,8.489285461644734,-0.08079670147780954,0.07307871585687617,0.5229088756362839,0.10795926751320253,0.034642385252034724
TCGA-BR-8080-01Z-00-DX1.bd4c0cc9-5baa-4cd0-990b-1f2ce0a19a35.svs,8.771273582050389,-0.070992828206806,0.04701078089753318,0.460083772820894,0.08600108264122616,0.029098384912673334
TCGA-CG-4474-01Z-00-DX1.b98d7365-75b1-4c90-80e0-fab8b354f411.svs,9.003633150243841,-0.15525099763449846,0.008366117514045878,0.3776164713177755,0.11895520066813478,0.01121807713067045
TCGA-BR-8483-01Z-00-DX1.0ddc4003-6d59-4b2b-9448-2755120de9f2.svs,8.837770283303055,-0.05064261022636842,0.05449920651490991,0.45007555180850634,0.08004317614695454,0.03050346204953699
TCGA-CG-4476-01Z-00-DX1.04f422f3-317a-41a9-af82-3ff43d823b6f.svs,8.910832073329166,-0.18118551336817157,0.014952645701667266,0.43588484781129927,0.1278183614012373,0.015024793949624377
TCGA-CD-8534-01Z-00-DX1.54F0CB0F-5A93-4382-A507-2DEFDBBE05F5.svs,8.330713940723207,-0.08831035870438106,0.08321363613072182,0.6835557341172455,0.12457346048615116,0.042706607325081775
TCGA-CG-4477-01Z-00-DX1.298d0c11-7e95-4c72-8446-a2cd5a87667f.svs,8.723352527387206,-0.26934122410346795,0.007437613592188511,0.4957266004436697,0.1601277171197215,0.01493688849602589
TCGA-BR-8371-01Z-00-DX1.89838852-2ec7-491f-bc29-2cecbda401df.svs,8.805517833891146,-0.035779894851975386,0.05680435387850214,0.39889877848330585,0.08139553785667748,0.029263697612378722
TCGA-BR-8361-01Z-00-DX1.1b4bb384-c462-453a-97b4-663dbba4a464.svs,8.36531818493065,-0.12686651959102416,0.05983461211286851,0.5555864835992033,0.10444755971507555,0.022816813258341194
TCGA-CD-5799-01Z-00-DX1.ce4c1cea-febc-4274-af53-e7853dcf8864.svs,8.689368683040621,-0.09639013398783201,0.03300827936528109,0.5080692288977496,0.08554342197432477,0.02432898936836865
TCGA-BR-8296-01Z-00-DX1.0f4638b7-a38e-41f8-96e0-3e3a72cd2c10.svs,8.57937267403872,-0.0728810217450195,0.059585167992836835,0.506767305698565,0.10764940550253736,0.038156237964991443
TCGA-BR-A452-01Z-00-DX1.049385EF-FF29-4124-800D-A3FF525A85A0.svs,8.62017043593688,-0.037296963750894585,0.07439976881232883,0.49322958714908044,0.10784693776104985,0.03476709234828206
TCGA-CD-8526-01Z-00-DX1.499C498B-2D4E-4285-AD07-162788E87579.svs,8.288989408304072,-0.11381381709116546,0.06738474757332773,0.6239157584841772,0.11356721973777507,0.034296703242263825
TCGA-BR-A4QI-01Z-00-DX1.68312256-CBC5-4350-B4AD-A5990948BCB8.svs,8.647584128264333,-0.040921221183119465,0.06820300010490213,0.45078623052394123,0.09237403761491046,0.030305502365649117
TCGA-CG-4469-01Z-00-DX1.005fafe8-ec9e-4283-95e4-f3cea0ac2365.svs,8.600569015167686,-0.23773823530217156,0.013676833219143926,0.48144659708969995,0.13992017351629243,0.013488234476130867
TCGA-D7-6817-01Z-00-DX1.c1c7e7bb-2811-4034-8da8-af527377a711.svs,8.454655851480261,-0.05276515690982514,0.07007173533334173,0.5936503740549226,0.0831149222586311,0.03865195922390214
TCGA-BR-A4J2-01Z-00-DX1.37D92442-6B00-4171-81E3-73A7FC6BBEF4.svs,8.60524228098306,-0.05448478563283393,0.06095211339736557,0.5279624101868163,0.1098567011276396,0.03127177956007815
TCGA-CG-4304-01Z-00-DX1.65e18165-6009-4820-bed2-23c43baa2495.svs,8.977481562904964,-0.182252669641133,0.009193921504344013,0.3255093134394533,0.10956293944070265,0.010751446740210122
TCGA-CD-5800-01Z-00-DX1.a384bb17-10bd-46af-bf64-442b3c6c0c05.svs,8.027264933594745,-0.12130185026681124,0.07314286643629912,0.8492227719177862,0.23281957434718387,0.051904269967300874
TCGA-CD-8528-01Z-00-DX1.DE29BA05-ABCB-44B4-8CD9-D10EB3D71FBB.svs,8.42539981605435,-0.15466766930362602,0.03265669267979941,0.5126295964516785,0.11487639415862452,0.021559409868212625
TCGA-CD-5803-01Z-00-DX1.8d786276-18f5-4017-ba30-79e46b2da513.svs,8.199179083784482,-0.05947817497630485,0.0927832385177144,0.5473766608074159,0.10529766788434938,0.0372167491909328
TCGA-D7-6820-01Z-00-DX1.fe70ad91-42dc-470a-af2f-ba2e601084de.svs,8.973126867655312,-0.054563822772678953,0.02046392116480261,0.35173191971574813,0.05633793787752872,0.015797459547215887
TCGA-CD-8533-01Z-00-DX1.0C5B7F8C-3AA6-4085-98E3-EC24BE650937.svs,8.474667576860632,-0.13960791563911476,0.03843790076128035,0.7005076378404458,0.1378192687194585,0.026875542687149197
TCGA-CD-8536-01Z-00-DX1.365BF36B-69D3-491A-8126-D08060950CF2.svs,7.674546972776576,-0.1856542064252394,0.10895313603827342,0.6704850625598264,0.13924792730443422,0.037554806665682616
TCGA-CD-8531-01Z-00-DX1.9F247853-F16C-4B5A-AB37-E781331EAB1B.svs,8.309447935499293,-0.05443658120888103,0.09093122023165956,0.4889218892049675,0.07089175016354658,0.03537109205629955
TCGA-CD-8535-01Z-00-DX1.ADD3D8B1-FECB-46C1-940B-7D261723D850.svs,8.133523253620258,-0.08519538112417238,0.0985593743057866,0.6915108204019969,0.11668767992508253,0.03984840870781881
TCGA-CD-8529-01Z-00-DX1.C3BA5482-04EB-4E1A-BFFA-5461489B5792.svs,8.616424602533105,-0.06754084456265413,0.048892397010747886,0.5650531609902437,0.07440169009507884,0.031627863737901926
TCGA-CG-4465-01Z-00-DX1.94a5e10c-2d21-4b3d-84d2-3b74d17ad088.svs,8.75448293238563,-0.27065458938586434,0.013356064056055805,0.44668175661255394,0.14993722989418218,0.015529958372398872
TCGA-CD-8524-01Z-00-DX1.DECAC3E1-31F4-4D7E-9ABD-8E0CF27DB4B9.svs,8.270771288174773,-0.17027420406410385,0.04420884587107375,0.763669961857725,0.15757614237913256,0.03167571948643973
TCGA-CD-5801-01Z-00-DX1.2afa1c89-0f17-4f75-9cf0-2cde4aca97d0.svs,7.792577659727707,-0.2588309198713978,0.06877805595359546,0.7912228933394259,0.19006776775961243,0.03289025562187651
TCGA-D7-6822-01Z-00-DX1.b583410e-fb5b-4a57-8215-eb7eeee3645d.svs,8.896361325543346,-0.07770560156679641,0.01908965018805442,0.4249577177175146,0.07274753636579276,0.016945841912600828
TCGA-CD-5813-01Z-00-DX1.a9b5e164-af59-4834-99d2-a3fb0d430def.svs,8.62978244793814,-0.07995541852384169,0.055751357949801475,0.5998263916199158,0.08999760703271233,0.04002724496892801
TCGA-CD-A489-01Z-00-DX1.AB03DA27-6A86-41C7-9305-E5400E6C47AC.svs,8.491308673224161,-0.030485546533757627,0.07485483148196435,0.5136270045755911,0.0894385555589926,0.039860258481001935
TCGA-CD-A4MH-01Z-00-DX1.5594817C-6E68-4D29-8B77-5133C321FB75.svs,8.031847145754503,-0.0645758978939518,0.09393267249035472,0.7262910331255857,0.12451227408274242,0.04090496586811813
TCGA-CD-A4MG-01Z-00-DX1.CFC4618E-DFE9-4AAA-AD42-E1CC97374020.svs,8.302185738276336,-0.09320371709603699,0.07154427527074819,0.5933455910359499,0.11209207751367392,0.033346511382869495
TCGA-CD-A486-01Z-00-DX1.6FFE81CA-9074-44BC-B619-85A73BA61A2D.svs,8.446356461376357,-0.023265174860091987,0.07619158312791441,0.5256134924112285,0.08020795826906527,0.034410772961690365
TCGA-CD-A48C-01Z-00-DX1.2AF2A65B-6F81-43F5-AC0F-06EAE3C567F3.svs,8.038102439301438,-0.07313158007607594,0.09558023018349537,0.7172672894313364,0.12310167518566903,0.04360637873161035
TCGA-CD-A48A-01Z-00-DX1.C4416A6F-38A6-4743-990A-CE27923A2067.svs,7.850915087225338,-0.09402343427965103,0.102411608725681,0.6590493008125428,0.13486414281009373,0.0387847668422389
TCGA-CD-5798-01Z-00-DX1.e90ed362-86fc-4938-ac48-e98eef081342.svs,8.414865114161742,-0.060037752098201703,0.08479706585238471,0.5439280789785371,0.10024953106760319,0.04241171622314984
TCGA-BR-8285-01Z-00-DX1.8d926a43-0e57-434a-8968-de8ccf749d2e.svs,8.558787260786708,-0.10214208618729004,0.05968707166477796,0.5542779646320326,0.11353790965317796,0.029613763315417655
TCGA-BR-A4PD-01Z-00-DX1.F89DB0AC-DED8-4941-80A8-0C7975571C3C.svs,8.237644325263469,-0.08891695555032288,0.08237392981480361,0.5190832321180731,0.10478009029266647,0.028047540522837547
TCGA-D7-6818-01Z-00-DX1.c0709e0a-3e53-431b-a1e3-259ad84497f6.svs,8.74907780818146,-0.07094762333244282,0.03751860066011651,0.39415823806584654,0.06682841229578643,0.022770212562586798
TCGA-BR-A4J8-01Z-00-DX1.40FF4C05-E9BF-412B-93D7-5E0CDCDAC4B1.svs,8.71806583831205,-0.04796074844114523,0.05933045828080252,0.4477556401315536,0.08865321893618039,0.02653756365592832
TCGA-CD-8527-01Z-00-DX1.B03F39C4-F5F3-419A-BC2C-437EC56EFEC2.svs,8.030606114809968,-0.10999196735539978,0.10389652089069269,0.67839877630937,0.14367771545667074,0.041804882230443055
TCGA-D7-8570-01Z-00-DX1.0B435CEF-B653-4D10-B2BD-6F9576C94389.svs,8.333989195426408,-0.14226490059619554,0.05411985586194794,0.671620326919899,0.13418584401524458,0.026974735857930976
TCGA-CD-8532-01Z-00-DX1.13868263-2259-4D74-8263-A79338BDE5A7.svs,7.955553724796881,-0.18472529057845155,0.08262630369116987,0.7689262857054366,0.14987642633657888,0.04103323716921533
TCGA-FP-8099-01Z-00-DX1.82948449-f540-49f2-a99a-d66da5eaaf4e.svs,8.625233066248377,-0.08417968991505785,0.056545674703048984,0.39559263718126075,0.07242593036375775,0.02246753371676958
TCGA-BR-A4J4-01Z-00-DX1.06376906-1008-433B-BD90-B5697B0BBEE3.svs,8.71487929304143,-0.04968366988401739,0.056091252209068646,0.44749349019056744,0.08771512696737968,0.029833606916678756
TCGA-CD-A4MI-01Z-00-DX1.67267177-498C-4835-A95A-FF8C2A9DDB97.svs,8.45311390759597,-0.051061161798143254,0.07528377951526903,0.49885746658270946,0.08800727753659505,0.033849787467906955
TCGA-CD-5802-01Z-00-DX1.d188b861-af3f-4493-9f12-d3712055644b.svs,8.150554193721726,-0.0676513969478789,0.08553127117307947,0.6732243936298571,0.10841275430338726,0.04234159113011162
TCGA-FP-7998-01Z-00-DX1.9f24585a-d609-4094-8170-b0f483606a18.svs,7.678432507707761,-0.28920510919322706,0.061165366813833645,0.6994498282443141,0.16203559625543676,0.02982920801237567
TCGA-BR-A4PE-01Z-00-DX1.9C427636-8A7E-4D4E-9773-5C5D9D0C617C.svs,8.341301327217058,-0.09132215225805053,0.07432878284261929,0.5885487614362608,0.10830115236839527,0.03275530692766582
TCGA-F1-6875-01Z-00-DX1.F9E009FF-3213-4CCC-9075-C04B1E62A524.svs,8.438633937130403,-0.1463543314922809,0.07959977940321475,0.55616671869073,0.08410678882794492,0.0363929837713424
TCGA-CD-A4MJ-01Z-00-DX1.0F0094F7-0D4D-484E-B31D-FDCDE8BC1440.svs,8.146588836042516,0.0017830951199340895,0.11052759676882237,0.5494572432536248,0.08251607884661061,0.04436057000368859
TCGA-FP-A8CX-01Z-00-DX1.AD598CBF-2E0F-4285-A2BB-E9CE0EE1873B.svs,7.989588241952483,-0.2256645418174917,0.04310608935668308,0.706704959089834,0.14278071091905717,0.032907752102211946
TCGA-D7-6522-01Z-00-DX1.037aabb6-3546-44d4-991f-d7c5461b83f6.svs,8.427902831248389,-0.01067484013156089,0.07912616591000667,0.5697066549311409,0.14322129605771597,0.04298049074281108
TCGA-FP-7735-01Z-00-DX1.97aac46a-898e-4c43-8c93-1496f40c43ed.svs,8.504438268980543,-0.11301748748940371,0.055029546172806455,0.43578815195202575,0.10362127783203048,0.028706958189635704
TCGA-FP-7829-01Z-00-DX1.22253191-e487-46f6-b743-d7c44ad01f4c.svs,8.546771449597504,-0.13246047285863977,0.04505442986709519,0.465801063365204,0.09592845420167304,0.02327825349075556
TCGA-BR-A4IU-01Z-00-DX1.4F3CD2B4-A19E-42C5-9ABD-850D80D47E4C.svs,8.666179439836249,-0.03510454763489479,0.0664456953518521,0.46002817865059203,0.0943948479228082,0.029786954780684306
TCGA-FP-7916-01Z-00-DX1.6264d8c6-0ddb-4905-ad0c-146e380ddee1.svs,7.881465293620625,-0.2369506455837181,0.056335213382661994,0.8192833319635429,0.16674383163444137,0.028732810906455172
TCGA-BR-A4QM-01Z-00-DX1.B6333EBE-31EF-4673-AB51-63439E631B8B.svs,8.688834443244126,-0.04044082021896324,0.06603885429481283,0.43609377813219335,0.07957930968096134,0.028582260411417225
TCGA-BR-A4J6-01Z-00-DX1.59317146-9CAF-4F48-B9F6-D026B3603652.svs,8.634261718605627,-0.05233889461915399,0.0653208612227418,0.4842872388165326,0.08520822001143857,0.031088549203662382
TCGA-D7-8572-01Z-00-DX1.E7F9367F-14C4-4561-934D-AE7A778CD13C.svs,8.741473168265799,-0.09557144727248466,0.02166677621700939,0.4564488849368437,0.0895350115772021,0.0153765805939388
TCGA-FP-A9TM-01Z-00-DX1.1BD7C378-9FDD-46F0-B546-BB255079AFAA.svs,8.008958943854111,-0.23396294818185343,0.04456604308227899,0.5611611282959535,0.11859155220681634,0.02254719242758907
TCGA-HU-8238-01Z-00-DX1.AF6FFDFA-85F6-4E1A-AE1B-84A8BF8F12D2.svs,8.629953144869862,-0.07792040676395358,0.05192725329865822,0.5553438670546874,0.08285011163149385,0.02405613419368247
TCGA-D7-6522-01Z-00-DX2.0CEA0837-BBD6-4C5F-87D6-DA93E1DEDDC3.svs,8.954177242349413,-0.0340228261972301,0.028961341237322722,0.3830656533198873,0.06827157051202634,0.019396208847386437
TCGA-HF-A5NB-01Z-00-DX1.CA67064B-3281-4144-A2A2-E0BC43E6F8D6.svs,8.386022085494842,-0.050128203236892266,0.0920626420444079,0.43793347548870204,0.08543226920555991,0.03268241414939386
TCGA-BR-A4QL-01Z-00-DX1.90F74AB9-6A84-487B-B992-BC66B71A4E1D.svs,8.540271993487634,-0.06361917515858634,0.0689850655742482,0.5816738468267852,0.11752397852288904,0.03328679722229998
TCGA-HU-8610-01Z-00-DX1.4F873939-3950-4201-B5DE-20A04A6C9F0D.svs,8.839777271204367,-0.036157977699187986,0.04513940294792257,0.4194866564178726,0.06940973879571978,0.03264486350089209
TCGA-FP-8210-01Z-00-DX1.0ef0fd3f-5968-48ce-9e69-eaae83c29004.svs,8.462662285888051,-0.12719849154341753,0.05822213060407667,0.469278550536731,0.10291195611156785,0.021871867457096298
TCGA-HF-7132-01Z-00-DX1.AD1CA78F-2AAA-41F2-93CE-6DF2AD60ED1A.svs,8.04032485016715,-0.10823630859347845,0.0865324502354506,0.5785614345881664,0.1035813541850101,0.024050238383220054
TCGA-FP-8209-01Z-00-DX1.a5e13081-1631-44d4-8d6a-c229a22c2311.svs,8.66103534532706,-0.10131176090281531,0.04646163628801511,0.4231047946508576,0.08600243413473596,0.021146613452944985
TCGA-HU-A4GD-01Z-00-DX1.7CF261C2-D7FE-4D42-BC4B-BC86B7A802DB.svs,8.68536670372235,-0.07281861547089469,0.04674000290124963,0.5924373292172963,0.07841576509342671,0.026036997849259346
TCGA-HU-A4G9-01Z-00-DX1.806F4C5A-D2F8-4457-B6F9-99B67105C676.svs,8.30272602894754,-0.10261378976900991,0.07036199324296516,0.6777966475490639,0.10904751409750754,0.031327362345222626
TCGA-FP-8211-01Z-00-DX1.3906261e-914c-4191-802c-f27f64840211.svs,8.452584036764067,-0.1293769830795703,0.05773627567610205,0.4836721579006992,0.09397908662820861,0.02276370367336325
TCGA-HU-A4G3-01Z-00-DX1.5D4EB0C7-8E14-41DC-AFF7-ECD43A89139B.svs,8.561901412324485,-0.09226018723298689,0.05135842203848022,0.5919046243954813,0.09827592968594168,0.026751101656053735
TCGA-HU-A4GC-01Z-00-DX1.A4B077E3-E5D0-4120-9C72-87BDACF9AC14.svs,8.936948905822055,-0.04381457887337517,0.029395056234292404,0.4445993605449231,0.06665532919620383,0.017055599160105902
TCGA-BR-A4J9-01Z-00-DX1.BF65A4F7-AB59-4488-A7C1-152C89BEA917.svs,8.655743386876548,-0.03582790687574124,0.06952075177816991,0.43768212165314074,0.07798188033283991,0.03204490812305355
TCGA-CD-8530-01Z-00-DX1.87CBC202-AE6C-408D-A428-DA9023670C36.svs,8.49821277554791,0.011109113910661116,0.08324633956337744,0.6392877879588634,0.07768768747771895,0.053184983991104856
TCGA-HF-7133-01Z-00-DX1.4F84AAFA-47F2-46AB-9F85-1129D441A9C0.svs,8.608874384927663,-0.09456489543598558,0.043664721359489345,0.4888275039836249,0.10290060667675073,0.023180382491530083
TCGA-HU-A4GH-01Z-00-DX1.0BACDE08-5613-428E-BDBE-F2D0D80FD0E4.svs,8.750688521678535,-0.08243559929215312,0.03983650073394172,0.47693789670922176,0.07769757215445718,0.01995040781453244
TCGA-HU-A4GN-01Z-00-DX1.32C8DEA0-3B31-42D7-B3FA-D86DF06F7BC3.svs,8.413695106370985,-0.12589696498684594,0.055206810805682106,0.6111150156208159,0.10930477032273797,0.0256563420141779
TCGA-BR-A4IZ-01Z-00-DX1.8D8B49FE-E60E-4DED-AC30-FD32605E7EAF.svs,8.641156529080046,-0.040688848036527704,0.06564565179827339,0.5089431991785442,0.10650918507513761,0.0328395915117173
TCGA-BR-A4J1-01Z-00-DX1.B4F9F7D6-174B-42C9-AFFF-A088398F18EA.svs,8.301799887082122,-0.12383847847485155,0.0660085061796643,0.7032078155885138,0.16129508768929254,0.033914744268584686
TCGA-CD-5804-01Z-00-DX1.c5c22749-71dc-4812-84ba-2ef6f5a1463d.svs,8.207249423230266,-0.08997981481420475,0.06954502507392046,0.7662348621696474,0.12682114791402654,0.040474218367681836
TCGA-HF-7136-01Z-00-DX1.F8C07BE3-06C7-4202-97C6-10B81D322A16.svs,8.352781765616944,-0.1680201833434431,0.040229835368858054,0.5104444907312258,0.13829232377448947,0.03332369588751115
TCGA-HU-A4GF-01Z-00-DX1.2754343C-7875-42C4-B4E3-D2B8666B1E47.svs,8.07434259672882,-0.1122747897555981,0.08894979197043948,0.6989990477797239,0.14074359281259677,0.038816043457015365
TCGA-HU-A4GJ-01Z-00-DX1.31E71066-5B7B-4866-97A0-0B7B03E6B4B6.svs,8.753714041765429,-0.09261156975046388,0.02882000160943683,0.530489404160907,0.10119713731040625,0.015360405725173035
TCGA-HU-A4GP-01Z-00-DX1.2028C25D-2547-4CF3-9863-DEA1DCBD0DE8.svs,8.624707832456076,-0.07889835778192256,0.053599088385288374,0.5872149210952142,0.10419792625451929,0.026552323484433104
TCGA-HU-A4HB-01Z-00-DX1.445FEB47-B91A-4186-BBE0-01FB7AA6A72F.svs,8.64362429969345,-0.10021085282694608,0.042414890472983385,0.5845250552409958,0.1029395894408833,0.02194466486900009
TCGA-HU-A4GY-01Z-00-DX1.79A487FD-BA95-4051-8E4B-BE1502946F4F.svs,8.60436804146793,-0.06570601559233523,0.0616207475524514,0.5718508046957731,0.0803054424100279,0.03145437054280669
TCGA-HF-7134-01Z-00-DX1.A84E2A6E-05F4-4A4B-8F64-9B9D1B33838E.svs,8.049979713778406,-0.10433410457112201,0.09330699012733298,0.49220043085693777,0.13553308143598694,0.030378919664834064
TCGA-EQ-5647-01Z-00-DX1.e71da6e6-dd3d-4fb3-b1ba-ada25e6319bb.svs,7.876000637994479,-0.21537023690363263,0.06856528860931539,0.6023732981609669,0.1342244795254758,0.027212133395409045
TCGA-BR-A4J7-01Z-00-DX1.95C74F68-FA18-446D-934D-296D9215D500.svs,8.623808096180735,-0.056578515375322415,0.06177711390091547,0.5638601618855135,0.10368834079864753,0.03788671939082927
TCGA-HF-7131-01Z-00-DX1.8A90BB8F-039E-41ED-9BB0-286F5CC9F6E4.svs,8.513187019605573,-0.12871500007168468,0.05199181927704988,0.4021761697060705,0.08478915205054396,0.02053383650317857
TCGA-BR-A4J5-01Z-00-DX1.C7D0D294-0280-415A-A8BB-ACB3177E5A0D.svs,8.679416512538939,-0.036250943448598215,0.06346574418331118,0.45623564489419327,0.07992440601607628,0.031068014326706275
TCGA-D7-6518-01Z-00-DX1.227f4361-7393-4276-801a-a395617a15e4.svs,8.956776115013081,-0.032667326212668275,0.03466969423073548,0.3107558520188759,0.049899913645914354,0.01804947873356016
TCGA-HU-A4H8-01Z-00-DX1.8FEBBDCF-4E6A-4D90-8DEA-5E1D031DD50A.svs,8.33151308695163,-0.03131855512762053,0.09346425407363232,0.5590860365767156,0.06254800754884296,0.035240458308653154
TCGA-HU-A4GU-01Z-00-DX1.3D4767B4-DDCB-4D80-A810-144427E73EDE.svs,8.426694458671795,-0.117375471539776,0.05649261798383149,0.6643660423112344,0.12266829576571572,0.028096221593932363
TCGA-FP-8631-01Z-00-DX1.8804336F-7DE6-4401-80B4-AEFA752C11B2.svs,8.702395620075858,-0.0898288108893523,0.04628538677975909,0.37607105445854777,0.08249523501267494,0.027829446813312946
TCGA-HU-8245-01Z-00-DX1.A744EA82-996C-4042-9CF6-27480217DBAF.svs,8.528304850860543,-0.08707762042670127,0.06034049021082048,0.5808089077823348,0.10982922349601733,0.031078165855757293
TCGA-CD-A487-01Z-00-DX1.A026BD2F-B721-4340-83D5-7AA39227C90F.svs,8.31137504399495,-0.04026037263826469,0.08673381054396835,0.5623673371252182,0.10684908104939948,0.03951106396604743
TCGA-KB-A93J-01Z-00-DX1.CF87A80C-609E-4064-9C59-BD2A211A886A.svs,8.575277138106642,-0.0844018621704084,0.046137416529272314,0.43100153609406394,0.07867002139098554,0.017163311680438356
TCGA-HU-A4HD-01Z-00-DX1.A6BA5209-C593-4B87-ADD0-65E05072294B.svs,8.70844852835113,-0.11666976885548784,0.03718974176441174,0.5006955036387561,0.08601514599972293,0.02357724607210313
TCGA-D7-5577-01Z-00-DX2.FFE2889A-1E01-4D57-9B81-671465A1FB21.svs,8.921352885831094,-0.0490295027825108,0.02483146733636171,0.452154634420837,0.08390809511463515,0.01930454661143056
TCGA-D7-8574-01Z-00-DX2.0824C6C7-B086-4D9B-94B4-FC1A49805700.svs,8.777350933150574,-0.06678639729335502,0.021996026206459296,0.4986804841937113,0.08976459241179433,0.017715211008538043
TCGA-HU-A4GT-01Z-00-DX1.F4DD9EAC-8CB8-430A-BF7B-1D43C17FEF61.svs,8.286402651538186,-0.0977422543006876,0.07703932194003711,0.6755209082241007,0.1153653658532813,0.0356798746077465
TCGA-MX-A663-01Z-00-DX1.EBDF2119-63E3-4DA5-B661-440A461904BE.svs,8.599068215627177,-0.10576301028665035,0.030981069563848752,0.6224896318962742,0.1062173786755553,0.02568808107722456
